orig_index	motif_id	region_id	corr_coeff	pvalues	adj_pvalues
841	ZFP28_M08378_2.00	chr17:49374925-49374958	1.0	1.4042654220543672e-24	1.0050528234989115e-22
31	ZFP28_M08378_2.00	chr1:92915080-92915113	-1.0	1.4042654220543672e-24	1.0050528234989115e-22
951	ZFP28_M08378_2.00	chr21:38834749-38834782	-1.0	1.4042654220543672e-24	1.0050528234989115e-22
160	ZFP28_M08378_2.00	chr2:210710458-210710491	1.0	1.4042654220543672e-24	1.0050528234989115e-22
105	ZFP28_M08378_2.00	chr2:44995766-44995799	-1.0	1.4042654220543672e-24	1.0050528234989115e-22
231	ZFP28_M08378_2.00	chr3:159242556-159242589	-1.0	1.4042654220543672e-24	1.0050528234989115e-22
257	ZFP28_M08378_2.00	chr4:37713388-37713421	1.0	1.4042654220543672e-24	1.0050528234989115e-22
392	ZFP28_M08378_2.00	chr6:157715037-157715070	-1.0	1.4042654220543672e-24	1.0050528234989115e-22
489	ZFP28_M08378_2.00	chr8:54558647-54558680	1.0	1.4042654220543672e-24	1.0050528234989115e-22
459	ZFP28_ZFP28_HUMAN.H11MO.0.C	chr12:52861597-52861617	1.0	1.4042654220543672e-24	1.9013753814616132e-22
553	ZFP28_ZFP28_HUMAN.H11MO.0.C	chr16:53091902-53091922	1.0	1.4042654220543672e-24	1.9013753814616132e-22
556	ZFP28_ZFP28_HUMAN.H11MO.0.C	chr16:68745527-68745547	-1.0	1.4042654220543672e-24	1.9013753814616132e-22
579	ZFP28_ZFP28_HUMAN.H11MO.0.C	chr17:41753344-41753364	1.0	1.4042654220543672e-24	1.9013753814616132e-22
584	ZFP28_ZFP28_HUMAN.H11MO.0.C	chr17:49374924-49374944	1.0	1.4042654220543672e-24	1.9013753814616132e-22
118	ZFP3_M08355_2.00	chr18:4338598-4338616	-1.0	1.4042654220543672e-24	7.302180194682711e-23
74	ZFP3_M08355_2.00	chr8:144275599-144275617	-1.0	1.4042654220543672e-24	7.302180194682711e-23
79	ZFP3_M08355_2.00	chr9:129141046-129141064	1.0	1.4042654220543672e-24	7.302180194682711e-23
59	ZFP42_M08348_2.00	chr16:31836928-31836940	1.0	1.4042654220543672e-24	1.0953270292024064e-22
88	ZFP42_MA1651.1	chr11:9573139-9573160	1.0	1.4042654220543672e-24	5.371315239357955e-23
108	ZFP42_MA1651.1	chr15:58193916-58193937	1.0	1.4042654220543672e-24	5.371315239357955e-23
114	ZFP42_MA1651.1	chr16:31836924-31836945	1.0	1.4042654220543672e-24	5.371315239357955e-23
30	ZFP42_MA1651.1	chr4:56048935-56048956	1.0	1.4042654220543672e-24	5.371315239357955e-23
70	ZFP42_ZFP42_HUMAN.H11MO.0.A	chr16:31836929-31836941	1.0	1.4042654220543672e-24	6.38940767034737e-23
4	ZFP42_ZFP42_HUMAN.H11MO.0.A	chr1:107743562-107743574	1.0	1.4042654220543672e-24	6.38940767034737e-23
12	ZFP57_MA1583.1	chr17:40098234-40098247	1.0	1.4042654220543672e-24	2.2468246752869878e-23
261	ZFP64_M08275_2.00	chr16:84116759-84116774	1.0	1.4042654220543672e-24	4.2713073254153675e-23
278	ZFP64_M08275_2.00	chr17:39451644-39451659	-1.0	1.4042654220543672e-24	4.2713073254153675e-23
281	ZFP64_M08275_2.00	chr17:40026836-40026851	-1.0	1.4042654220543672e-24	4.2713073254153675e-23
288	ZFP64_M08275_2.00	chr17:68457427-68457442	-1.0	1.4042654220543672e-24	4.2713073254153675e-23
16	ZFP64_M08275_2.00	chr1:151993866-151993881	-1.0	1.4042654220543672e-24	4.2713073254153675e-23
346	ZFP64_M08275_2.00	chr22:21630082-21630097	1.0	1.4042654220543672e-24	4.2713073254153675e-23
66	ZFP64_M08275_2.00	chr3:58306526-58306541	-1.0	1.4042654220543672e-24	4.2713073254153675e-23
138	ZFP64_M08275_2.00	chr7:128739141-128739156	1.0	1.4042654220543672e-24	4.2713073254153675e-23
160	ZFP64_M08275_2.00	chr8:143038916-143038931	1.0	1.4042654220543672e-24	4.2713073254153675e-23
153	ZFP64_M08275_2.00	chr8:80171618-80171633	1.0	1.4042654220543672e-24	4.2713073254153675e-23
179	ZFP64_M08275_2.00	chr9:137759767-137759782	-1.0	1.4042654220543672e-24	4.2713073254153675e-23
364	ZFP64_M08275_2.00	chrX:155612997-155613012	-1.0	1.4042654220543672e-24	4.2713073254153675e-23
183	ZFP69B_M07685_2.00	chr15:76904609-76904621	1.0	1.4042654220543672e-24	6.248981128141934e-23
228	ZFP69B_M07685_2.00	chr19:17114311-17114323	1.0	1.4042654220543672e-24	6.248981128141934e-23
235	ZFP69B_M07685_2.00	chr19:45903233-45903245	-1.0	1.4042654220543672e-24	6.248981128141934e-23
50	ZFP69B_M07685_2.00	chr3:170050164-170050176	1.0	1.4042654220543672e-24	6.248981128141934e-23
101	ZFP69B_M07685_2.00	chr7:150220749-150220761	-1.0	1.4042654220543672e-24	6.248981128141934e-23
115	ZFP69B_M07685_2.00	chr8:127672187-127672199	1.0	1.4042654220543672e-24	6.248981128141934e-23
117	ZFP69_M07686_2.00	chr12:116303200-116303218	-1.0	1.4042654220543672e-24	7.770268668700833e-23
143	ZFP69_M07686_2.00	chr18:3527145-3527163	1.0	1.4042654220543672e-24	7.770268668700833e-23
160	ZFP69_M07686_2.00	chr22:37731111-37731129	-1.0	1.4042654220543672e-24	7.770268668700833e-23
195	ZFP82_M08356_2.00	chr19:12918958-12918979	1.0	1.4042654220543672e-24	1.0391564123202316e-22
0	ZFP82_M08356_2.00	chr1:14742491-14742512	-1.0	1.4042654220543672e-24	1.0391564123202316e-22
59	ZFP82_M08356_2.00	chr3:190892649-190892670	1.0	1.4042654220543672e-24	1.0391564123202316e-22
323	ZFP82_ZFP82_HUMAN.H11MO.0.C	chr12:4766848-4766872	-1.0	1.4042654220543672e-24	1.4183080762749109e-22
398	ZFP82_ZFP82_HUMAN.H11MO.0.C	chr16:31836930-31836954	1.0	1.4042654220543672e-24	1.4183080762749109e-22
451	ZFP82_ZFP82_HUMAN.H11MO.0.C	chr19:12918952-12918976	1.0	1.4042654220543672e-24	1.4183080762749109e-22
123	ZFP82_ZFP82_HUMAN.H11MO.0.C	chr3:159242556-159242580	-1.0	1.4042654220543672e-24	1.4183080762749109e-22
142	ZFP82_ZFP82_HUMAN.H11MO.0.C	chr4:69239141-69239165	1.0	1.4042654220543672e-24	1.4183080762749109e-22
147	ZFX_ZFX_HUMAN.H11MO.0.A	chr14:70907976-70907986	1.0	1.4042654220543672e-24	5.2659953327038773e-23
171	ZFX_ZFX_HUMAN.H11MO.0.A	chr17:39451796-39451806	-1.0	1.4042654220543672e-24	5.2659953327038773e-23
13	ZFX_ZFX_HUMAN.H11MO.0.A	chr1:146377150-146377160	-1.0	1.4042654220543672e-24	5.2659953327038773e-23
15	ZFX_ZFX_HUMAN.H11MO.0.A	chr1:179586223-179586233	-1.0	1.4042654220543672e-24	5.2659953327038773e-23
218	ZFX_ZFX_HUMAN.H11MO.0.A	chr22:43436553-43436563	1.0	1.4042654220543672e-24	5.2659953327038773e-23
80	ZFX_ZFX_HUMAN.H11MO.0.A	chr7:2267072-2267082	1.0	1.4042654220543672e-24	5.2659953327038773e-23
50	ZIC1_ZIC1_HUMAN.H11MO.0.B	chr2:235543092-235543101	1.0	1.4042654220543672e-24	1.923843628214483e-22
90	ZIC1_ZIC1_HUMAN.H11MO.0.B	chr7:816261-816270	1.0	1.4042654220543672e-24	1.923843628214483e-22
160	ZIC2_M08233_2.00	chr10:102775687-102775698	1.0	1.4042654220543672e-24	7.068135957673648e-23
163	ZIC2_M08233_2.00	chr10:123705744-123705755	1.0	1.4042654220543672e-24	7.068135957673648e-23
249	ZIC2_M08233_2.00	chr18:13246846-13246857	-1.0	1.4042654220543672e-24	7.068135957673648e-23
29	ZIC2_M08233_2.00	chr1:226973172-226973183	1.0	1.4042654220543672e-24	7.068135957673648e-23
41	ZIC2_M08233_2.00	chr2:69186024-69186035	1.0	1.4042654220543672e-24	7.068135957673648e-23
113	ZIC2_M08233_2.00	chr8:6541221-6541232	-1.0	1.4042654220543672e-24	7.068135957673648e-23
202	ZIC3_ZIC3_HUMAN.H11MO.0.B	chr10:123705743-123705758	1.0	1.4042654220543672e-24	7.342302063884264e-23
205	ZIC3_ZIC3_HUMAN.H11MO.0.B	chr10:124723740-124723755	1.0	1.4042654220543672e-24	7.342302063884264e-23
220	ZIC3_ZIC3_HUMAN.H11MO.0.B	chr11:93936003-93936018	1.0	1.4042654220543672e-24	7.342302063884264e-23
305	ZIC3_ZIC3_HUMAN.H11MO.0.B	chr17:80699277-80699292	-1.0	1.4042654220543672e-24	7.342302063884264e-23
352	ZIC3_ZIC3_HUMAN.H11MO.0.B	chr22:35350062-35350077	1.0	1.4042654220543672e-24	7.342302063884264e-23
146	ZIC3_ZIC3_HUMAN.H11MO.0.B	chr7:155209218-155209233	-1.0	1.4042654220543672e-24	7.342302063884264e-23
150	ZIC3_ZIC3_HUMAN.H11MO.0.B	chr8:6541220-6541235	-1.0	1.4042654220543672e-24	7.342302063884264e-23
204	ZIK1_M07633_2.00	chr19:16088455-16088476	1.0	1.4042654220543672e-24	5.500039569712939e-23
9	ZIK1_M07633_2.00	chr1:107743559-107743580	1.0	1.4042654220543672e-24	5.500039569712939e-23
12	ZIK1_M07633_2.00	chr1:160862844-160862865	1.0	1.4042654220543672e-24	5.500039569712939e-23
39	ZIK1_M07633_2.00	chr2:105796618-105796639	1.0	1.4042654220543672e-24	5.500039569712939e-23
108	ZIK1_M07633_2.00	chr7:95238849-95238870	-1.0	0.0	0.0
116	ZIK1_M07633_2.00	chr8:10558825-10558846	-1.0	1.4042654220543672e-24	5.500039569712939e-23
667	ZIM2_M07779_2.00	chr17:27349471-27349501	1.0	1.4042654220543672e-24	1.5569792867027797e-22
80	ZIM2_M07779_2.00	chr1:183734866-183734896	1.0	1.4042654220543672e-24	1.5569792867027797e-22
2	ZIM2_M07779_2.00	chr1:977047-977077	1.0	1.4042654220543672e-24	1.5569792867027797e-22
193	ZIM2_M07779_2.00	chr3:113019751-113019781	-1.0	1.4042654220543672e-24	1.5569792867027797e-22
267	ZIM2_M07779_2.00	chr5:151599145-151599175	1.0	1.4042654220543672e-24	1.5569792867027797e-22
338	ZIM2_M07779_2.00	chr7:33062158-33062188	1.0	1.4042654220543672e-24	1.5569792867027797e-22
392	ZIM2_M07779_2.00	chr8:121642388-121642418	1.0	1.4042654220543672e-24	1.5569792867027797e-22
870	ZIM2_M07779_2.00	chrX:1661576-1661606	-1.0	1.4042654220543672e-24	1.5569792867027797e-22
79	ZIM3_M07591_2.00	chr13:34036405-34036417	-1.0	1.4042654220543672e-24	4.961737824592097e-23
96	ZIM3_M07591_2.00	chr19:8321816-8321828	-1.0	1.4042654220543672e-24	4.961737824592097e-23
16	ZIM3_M07591_2.00	chr2:47217489-47217501	1.0	1.4042654220543672e-24	4.961737824592097e-23
159	ZIM3_M08312_2.00	chr13:34036402-34036420	-1.0	1.4042654220543672e-24	8.004312905709894e-23
35	ZIM3_M08312_2.00	chr2:219399683-219399701	-1.0	1.4042654220543672e-24	8.004312905709894e-23
25	ZIM3_M08312_2.00	chr2:47217486-47217504	1.0	1.4042654220543672e-24	8.004312905709894e-23
106	ZIM3_M08312_2.00	chr8:56866937-56866955	-1.0	1.4042654220543672e-24	8.004312905709894e-23
118	ZIM3_MA1709.1	chr11:62787606-62787621	-1.0	1.4042654220543672e-24	9.221342938157012e-23
138	ZIM3_MA1709.1	chr13:34036404-34036419	-1.0	1.4042654220543672e-24	9.221342938157012e-23
24	ZIM3_MA1709.1	chr2:47217488-47217503	1.0	1.4042654220543672e-24	9.221342938157012e-23
170	ZIM3_ZIM3_HUMAN.H11MO.0.C	chr13:34036403-34036422	-1.0	1.4042654220543672e-24	6.76855933430205e-23
210	ZIM3_ZIM3_HUMAN.H11MO.0.C	chr19:8321814-8321833	-1.0	1.4042654220543672e-24	6.76855933430205e-23
233	ZIM3_ZIM3_HUMAN.H11MO.0.C	chr22:37731117-37731136	-1.0	1.4042654220543672e-24	6.76855933430205e-23
32	ZIM3_ZIM3_HUMAN.H11MO.0.C	chr2:47217487-47217506	1.0	1.4042654220543672e-24	6.76855933430205e-23
120	ZIM3_ZIM3_HUMAN.H11MO.0.C	chr8:56866938-56866957	-1.0	1.4042654220543672e-24	6.76855933430205e-23
114	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr10:123705740-123705759	1.0	1.4042654220543672e-24	2.4855497970362302e-23
130	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr12:103626674-103626693	1.0	1.4042654220543672e-24	2.4855497970362302e-23
126	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr12:24719947-24719966	-1.0	1.4042654220543672e-24	2.4855497970362302e-23
139	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr14:99571642-99571661	-1.0	1.4042654220543672e-24	2.4855497970362302e-23
160	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr19:35006712-35006731	-1.0	1.4042654220543672e-24	2.4855497970362302e-23
12	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr1:232951133-232951152	1.0	1.4042654220543672e-24	2.4855497970362302e-23
167	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr22:17172147-17172166	-1.0	1.4042654220543672e-24	2.4855497970362302e-23
30	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr2:218397441-218397460	1.0	1.4042654220543672e-24	2.4855497970362302e-23
74	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr7:945547-945566	-1.0	1.4042654220543672e-24	2.4855497970362302e-23
103	ZKSC1_ZKSC1_HUMAN.H11MO.0.B	chr9:88880586-88880605	1.0	1.4042654220543672e-24	2.4855497970362302e-23
26	ZKSCAN1_MA1585.1	chr11:21552566-21552576	1.0	1.4042654220543672e-24	3.3702370129304817e-23
45	ZKSCAN1_MA1585.1	chr22:17172141-17172151	-1.0	1.4042654220543672e-24	3.3702370129304817e-23
62	ZKSCAN2_M07562_2.00	chr7:156368201-156368210	1.0	1.4042654220543672e-24	1.713203814906328e-22
75	ZKSCAN5_M07709_2.00	chr10:133127980-133127989	-1.0	1.4042654220543672e-24	5.663870535619281e-23
43	ZKSCAN5_M07709_2.00	chr6:30259804-30259813	1.0	1.4042654220543672e-24	5.663870535619281e-23
57	ZKSCAN5_M07709_2.00	chr7:156368305-156368314	1.0	1.4042654220543672e-24	5.663870535619281e-23
288	ZKSCAN5_MA1652.1	chr19:18000914-18000928	1.0	1.4042654220543672e-24	8.097930600513518e-23
19	ZKSCAN5_MA1652.1	chr1:183734871-183734885	1.0	1.4042654220543672e-24	8.097930600513518e-23
318	ZKSCAN5_MA1652.1	chr20:61331556-61331570	1.0	1.4042654220543672e-24	8.097930600513518e-23
50	ZKSCAN5_MA1652.1	chr2:109146838-109146852	1.0	1.4042654220543672e-24	8.097930600513518e-23
104	ZKSCAN5_MA1652.1	chr6:30259801-30259815	1.0	1.4042654220543672e-24	8.097930600513518e-23
139	ZKSCAN5_MA1652.1	chr7:156368303-156368317	1.0	1.4042654220543672e-24	8.097930600513518e-23
294	ZN121_ZN121_HUMAN.H11MO.0.C	chr15:45685553-45685573	1.0	1.4042654220543672e-24	8.445653466926979e-23
306	ZN121_ZN121_HUMAN.H11MO.0.C	chr15:98811502-98811522	-1.0	1.4042654220543672e-24	8.445653466926979e-23
320	ZN121_ZN121_HUMAN.H11MO.0.C	chr16:21219077-21219097	-1.0	1.4042654220543672e-24	8.445653466926979e-23
335	ZN121_ZN121_HUMAN.H11MO.0.C	chr17:39429890-39429910	-1.0	1.4042654220543672e-24	8.445653466926979e-23
18	ZN121_ZN121_HUMAN.H11MO.0.C	chr1:160862848-160862868	1.0	1.4042654220543672e-24	8.445653466926979e-23
390	ZN121_ZN121_HUMAN.H11MO.0.C	chr20:63207273-63207293	1.0	1.4042654220543672e-24	8.445653466926979e-23
400	ZN121_ZN121_HUMAN.H11MO.0.C	chr21:45364536-45364556	1.0	1.4042654220543672e-24	8.445653466926979e-23
5	ZN134_ZN134_HUMAN.H11MO.0.C	chr1:32572162-32572184	1.0	1.4042654220543672e-24	9.783049106978758e-23
99	ZN134_ZN134_HUMAN.H11MO.0.C	chr8:144275606-144275628	-1.0	1.4042654220543672e-24	9.783049106978758e-23
83	ZN134_ZN134_HUMAN.H11MO.0.C	chr8:6541214-6541236	-1.0	1.4042654220543672e-24	9.783049106978758e-23
193	ZN140_ZN140_HUMAN.H11MO.0.C	chr15:69358541-69358565	-1.0	1.4042654220543672e-24	7.18983896091836e-23
194	ZN140_ZN140_HUMAN.H11MO.0.C	chr15:72902394-72902418	-1.0	1.4042654220543672e-24	7.18983896091836e-23
10	ZN140_ZN140_HUMAN.H11MO.0.C	chr1:39064900-39064924	1.0	1.4042654220543672e-24	7.18983896091836e-23
46	ZN140_ZN140_HUMAN.H11MO.0.C	chr2:236887733-236887757	-1.0	1.4042654220543672e-24	7.18983896091836e-23
35	ZN140_ZN140_HUMAN.H11MO.0.C	chr2:36395060-36395084	-1.0	1.4042654220543672e-24	7.18983896091836e-23
221	ZN143_ZN143_HUMAN.H11MO.0.A	chr15:63463679-63463701	-1.0	1.4042654220543672e-24	4.852517180654536e-23
247	ZN143_ZN143_HUMAN.H11MO.0.A	chr17:39451793-39451815	-1.0	1.4042654220543672e-24	4.852517180654536e-23
252	ZN143_ZN143_HUMAN.H11MO.0.A	chr17:72572084-72572106	1.0	1.4042654220543672e-24	4.852517180654536e-23
9	ZN143_ZN143_HUMAN.H11MO.0.A	chr1:79230862-79230884	1.0	1.4042654220543672e-24	4.852517180654536e-23
50	ZN143_ZN143_HUMAN.H11MO.0.A	chr3:11771386-11771408	1.0	1.4042654220543672e-24	4.852517180654536e-23
86	ZN143_ZN143_HUMAN.H11MO.0.A	chr6:2763487-2763509	1.0	1.4042654220543672e-24	4.852517180654536e-23
114	ZN143_ZN143_HUMAN.H11MO.0.A	chr7:5189953-5189975	-1.0	1.4042654220543672e-24	4.852517180654536e-23
146	ZN143_ZN143_HUMAN.H11MO.0.A	chr8:144798561-144798583	1.0	1.4042654220543672e-24	4.852517180654536e-23
133	ZN143_ZN143_HUMAN.H11MO.0.A	chr8:17628275-17628297	-1.0	1.4042654220543672e-24	4.852517180654536e-23
114	ZN214_ZN214_HUMAN.H11MO.0.C	chr16:2703174-2703196	-1.0	1.4042654220543672e-24	1.9940568993172017e-22
99	ZN250_ZN250_HUMAN.H11MO.0.C	chr16:77190782-77190802	1.0	1.4042654220543672e-24	4.6340758927794115e-23
12	ZN250_ZN250_HUMAN.H11MO.0.C	chr1:212010138-212010158	-1.0	1.4042654220543672e-24	4.6340758927794115e-23
23	ZN250_ZN250_HUMAN.H11MO.0.C	chr2:140624384-140624404	1.0	1.4042654220543672e-24	4.6340758927794115e-23
46	ZN250_ZN250_HUMAN.H11MO.0.C	chr5:148841899-148841919	1.0	1.4042654220543672e-24	4.6340758927794115e-23
100	ZN257_ZN257_HUMAN.H11MO.0.C	chr11:65804046-65804058	-1.0	1.4042654220543672e-24	4.577905275897237e-23
119	ZN257_ZN257_HUMAN.H11MO.0.C	chr14:105995291-105995303	-1.0	1.4042654220543672e-24	4.577905275897237e-23
135	ZN257_ZN257_HUMAN.H11MO.0.C	chr17:19238260-19238272	-1.0	1.4042654220543672e-24	4.577905275897237e-23
140	ZN257_ZN257_HUMAN.H11MO.0.C	chr18:35513439-35513451	-1.0	1.4042654220543672e-24	4.577905275897237e-23
30	ZN257_ZN257_HUMAN.H11MO.0.C	chr2:54479877-54479889	1.0	1.4042654220543672e-24	4.577905275897237e-23
118	ZN260_ZN260_HUMAN.H11MO.0.C	chr13:72175472-72175496	-1.0	1.4042654220543672e-24	6.073447950385138e-23
141	ZN260_ZN260_HUMAN.H11MO.0.C	chr17:12858118-12858142	1.0	1.4042654220543672e-24	6.073447950385138e-23
153	ZN260_ZN260_HUMAN.H11MO.0.C	chr19:37218862-37218886	-1.0	1.4042654220543672e-24	6.073447950385138e-23
168	ZN260_ZN260_HUMAN.H11MO.0.C	chrX:24499071-24499095	1.0	1.4042654220543672e-24	6.073447950385138e-23
545	ZN263_ZN263_HUMAN.H11MO.0.A	chr10:45236217-45236237	-1.0	1.4042654220543672e-24	7.982140293782718e-23
596	ZN263_ZN263_HUMAN.H11MO.0.A	chr11:69123152-69123172	-1.0	1.4042654220543672e-24	7.982140293782718e-23
659	ZN263_ZN263_HUMAN.H11MO.0.A	chr13:23322754-23322774	-1.0	1.4042654220543672e-24	7.982140293782718e-23
771	ZN263_ZN263_HUMAN.H11MO.0.A	chr16:23642004-23642024	1.0	1.4042654220543672e-24	7.982140293782718e-23
763	ZN263_ZN263_HUMAN.H11MO.0.A	chr16:6234547-6234567	-1.0	1.4042654220543672e-24	7.982140293782718e-23
834	ZN263_ZN263_HUMAN.H11MO.0.A	chr17:39451787-39451807	-1.0	1.4042654220543672e-24	7.982140293782718e-23
1	ZN263_ZN263_HUMAN.H11MO.0.A	chr1:977043-977063	1.0	1.4042654220543672e-24	7.982140293782718e-23
1050	ZN263_ZN263_HUMAN.H11MO.0.A	chr22:46054405-46054425	-1.0	1.4042654220543672e-24	7.982140293782718e-23
162	ZN263_ZN263_HUMAN.H11MO.0.A	chr2:109146835-109146855	1.0	1.4042654220543672e-24	7.982140293782718e-23
227	ZN263_ZN263_HUMAN.H11MO.0.A	chr3:126213118-126213138	1.0	1.4042654220543672e-24	7.982140293782718e-23
228	ZN263_ZN263_HUMAN.H11MO.0.A	chr3:126476145-126476165	1.0	1.4042654220543672e-24	7.982140293782718e-23
336	ZN263_ZN263_HUMAN.H11MO.0.A	chr6:29942254-29942274	1.0	1.4042654220543672e-24	7.982140293782718e-23
338	ZN263_ZN263_HUMAN.H11MO.0.A	chr6:30259800-30259820	1.0	1.4042654220543672e-24	7.982140293782718e-23
340	ZN263_ZN263_HUMAN.H11MO.0.A	chr6:31139097-31139117	1.0	1.4042654220543672e-24	7.982140293782718e-23
396	ZN263_ZN263_HUMAN.H11MO.0.A	chr7:33062891-33062911	1.0	1.4042654220543672e-24	7.982140293782718e-23
475	ZN263_ZN263_HUMAN.H11MO.0.A	chr8:127672193-127672213	1.0	1.4042654220543672e-24	7.982140293782718e-23
493	ZN263_ZN263_HUMAN.H11MO.0.A	chr8:144798566-144798586	1.0	1.4042654220543672e-24	7.982140293782718e-23
519	ZN263_ZN263_HUMAN.H11MO.0.A	chr9:129141039-129141059	1.0	1.4042654220543672e-24	7.982140293782718e-23
1064	ZN263_ZN263_HUMAN.H11MO.0.A	chrX:1661601-1661621	-1.0	1.4042654220543672e-24	7.982140293782718e-23
147	ZN264_ZN264_HUMAN.H11MO.0.C	chr14:105995295-105995319	-1.0	1.4042654220543672e-24	6.564940848104167e-23
1	ZN264_ZN264_HUMAN.H11MO.0.C	chr1:32572149-32572173	1.0	1.4042654220543672e-24	6.564940848104167e-23
182	ZN264_ZN264_HUMAN.H11MO.0.C	chr21:45643134-45643158	-1.0	1.4042654220543672e-24	6.564940848104167e-23
43	ZN264_ZN264_HUMAN.H11MO.0.C	chr4:106502189-106502213	-1.0	1.4042654220543672e-24	6.564940848104167e-23
125	ZN274_ZN274_HUMAN.H11MO.0.A	chr12:12433787-12433807	1.0	1.4042654220543672e-24	3.631029162740578e-23
122	ZN274_ZN274_HUMAN.H11MO.0.A	chr12:4766858-4766878	-1.0	1.4042654220543672e-24	3.631029162740578e-23
146	ZN274_ZN274_HUMAN.H11MO.0.A	chr15:45685549-45685569	1.0	1.4042654220543672e-24	3.631029162740578e-23
147	ZN274_ZN274_HUMAN.H11MO.0.A	chr15:89101997-89102017	1.0	1.4042654220543672e-24	3.631029162740578e-23
4	ZN274_ZN274_HUMAN.H11MO.0.A	chr1:38441136-38441156	1.0	1.4042654220543672e-24	3.631029162740578e-23
173	ZN274_ZN274_HUMAN.H11MO.0.A	chr21:17903158-17903178	1.0	1.4042654220543672e-24	3.631029162740578e-23
78	ZN274_ZN274_HUMAN.H11MO.0.A	chr7:106568529-106568549	1.0	1.4042654220543672e-24	3.631029162740578e-23
410	ZN281_ZN281_HUMAN.H11MO.0.A	chr10:32957975-32957990	1.0	1.4042654220543672e-24	4.420835587948935e-23
465	ZN281_ZN281_HUMAN.H11MO.0.A	chr11:118919038-118919053	-1.0	1.4042654220543672e-24	4.420835587948935e-23
437	ZN281_ZN281_HUMAN.H11MO.0.A	chr11:560800-560815	-1.0	1.4042654220543672e-24	4.420835587948935e-23
452	ZN281_ZN281_HUMAN.H11MO.0.A	chr11:69123153-69123168	-1.0	1.4042654220543672e-24	4.420835587948935e-23
528	ZN281_ZN281_HUMAN.H11MO.0.A	chr14:70907984-70907999	1.0	1.4042654220543672e-24	4.420835587948935e-23
563	ZN281_ZN281_HUMAN.H11MO.0.A	chr15:69358558-69358573	-1.0	1.4042654220543672e-24	4.420835587948935e-23
598	ZN281_ZN281_HUMAN.H11MO.0.A	chr16:85760031-85760046	-1.0	1.4042654220543672e-24	4.420835587948935e-23
601	ZN281_ZN281_HUMAN.H11MO.0.A	chr16:88785254-88785269	-1.0	1.4042654220543672e-24	4.420835587948935e-23
659	ZN281_ZN281_HUMAN.H11MO.0.A	chr17:73283925-73283940	1.0	1.4042654220543672e-24	4.420835587948935e-23
744	ZN281_ZN281_HUMAN.H11MO.0.A	chr19:43439422-43439437	1.0	1.4042654220543672e-24	4.420835587948935e-23
57	ZN281_ZN281_HUMAN.H11MO.0.A	chr1:155167545-155167560	-1.0	1.4042654220543672e-24	4.420835587948935e-23
69	ZN281_ZN281_HUMAN.H11MO.0.A	chr1:183734873-183734888	1.0	1.4042654220543672e-24	4.420835587948935e-23
76	ZN281_ZN281_HUMAN.H11MO.0.A	chr1:203792575-203792590	-1.0	1.4042654220543672e-24	4.420835587948935e-23
32	ZN281_ZN281_HUMAN.H11MO.0.A	chr1:39691469-39691484	-1.0	1.4042654220543672e-24	4.420835587948935e-23
1	ZN281_ZN281_HUMAN.H11MO.0.A	chr1:977051-977066	1.0	1.4042654220543672e-24	4.420835587948935e-23
794	ZN281_ZN281_HUMAN.H11MO.0.A	chr20:63658838-63658853	-1.0	1.4042654220543672e-24	4.420835587948935e-23
810	ZN281_ZN281_HUMAN.H11MO.0.A	chr22:27627133-27627148	-1.0	1.4042654220543672e-24	4.420835587948935e-23
130	ZN281_ZN281_HUMAN.H11MO.0.A	chr2:109146836-109146851	1.0	1.4042654220543672e-24	4.420835587948935e-23
158	ZN281_ZN281_HUMAN.H11MO.0.A	chr3:11771390-11771405	1.0	1.4042654220543672e-24	4.420835587948935e-23
179	ZN281_ZN281_HUMAN.H11MO.0.A	chr3:130112069-130112084	-1.0	1.4042654220543672e-24	4.420835587948935e-23
201	ZN281_ZN281_HUMAN.H11MO.0.A	chr4:67701155-67701170	1.0	1.4042654220543672e-24	4.420835587948935e-23
251	ZN281_ZN281_HUMAN.H11MO.0.A	chr6:31139102-31139117	1.0	1.4042654220543672e-24	4.420835587948935e-23
324	ZN281_ZN281_HUMAN.H11MO.0.A	chr7:127392752-127392767	-1.0	1.4042654220543672e-24	4.420835587948935e-23
301	ZN281_ZN281_HUMAN.H11MO.0.A	chr7:33062167-33062182	1.0	1.4042654220543672e-24	4.420835587948935e-23
303	ZN281_ZN281_HUMAN.H11MO.0.A	chr7:33062898-33062913	1.0	1.4042654220543672e-24	4.420835587948935e-23
285	ZN281_ZN281_HUMAN.H11MO.0.A	chr7:816260-816275	1.0	1.4042654220543672e-24	4.420835587948935e-23
369	ZN281_ZN281_HUMAN.H11MO.0.A	chr8:144275603-144275618	-1.0	1.4042654220543672e-24	4.420835587948935e-23
